1.829999999999999960e-01,1.650000000000000078e-01,1.340000000000000080e-01,1.219999999999999973e-01,1.079999999999999988e-01,1.019999999999999934e-01,9.800000000000000377e-02,8.500000000000000611e-02,8.500000000000000611e-02,8.100000000000000255e-02,7.699999999999999900e-02,7.499999999999999722e-02,5.600000000000000117e-02,5.000000000000000278e-02,1.700000000000000122e-02
1.829999999999999960e-01,1.789999999999999925e-01,1.650000000000000078e-01,1.630000000000000060e-01,1.350000000000000089e-01,1.340000000000000080e-01,1.219999999999999973e-01,1.079999999999999988e-01,1.019999999999999934e-01,9.800000000000000377e-02,8.500000000000000611e-02,8.500000000000000611e-02,8.100000000000000255e-02,7.699999999999999900e-02,7.499999999999999722e-02
1.829999999999999960e-01,1.829999999999999960e-01,1.789999999999999925e-01,1.789999999999999925e-01,1.670000000000000095e-01,1.650000000000000078e-01,1.630000000000000060e-01,1.350000000000000089e-01,1.340000000000000080e-01,1.219999999999999973e-01,1.079999999999999988e-01,1.019999999999999934e-01,9.800000000000000377e-02,8.500000000000000611e-02,8.500000000000000611e-02
1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.809999999999999942e-01,1.809999999999999942e-01,1.789999999999999925e-01,1.789999999999999925e-01,1.670000000000000095e-01,1.650000000000000078e-01,1.630000000000000060e-01,1.350000000000000089e-01,1.340000000000000080e-01,1.219999999999999973e-01,1.079999999999999988e-01,1.019999999999999934e-01
1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.809999999999999942e-01,1.809999999999999942e-01,1.789999999999999925e-01,1.789999999999999925e-01,1.670000000000000095e-01,1.650000000000000078e-01,1.630000000000000060e-01,1.350000000000000089e-01,1.340000000000000080e-01
1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.809999999999999942e-01,1.809999999999999942e-01,1.799999999999999933e-01,1.789999999999999925e-01,1.789999999999999925e-01,1.789999999999999925e-01,1.749999999999999889e-01,1.670000000000000095e-01,1.650000000000000078e-01
1.839999999999999969e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.809999999999999942e-01,1.809999999999999942e-01,1.799999999999999933e-01,1.789999999999999925e-01,1.789999999999999925e-01,1.789999999999999925e-01,1.789999999999999925e-01,1.769999999999999907e-01
1.839999999999999969e-01,1.839999999999999969e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.809999999999999942e-01,1.809999999999999942e-01,1.799999999999999933e-01,1.789999999999999925e-01,1.789999999999999925e-01,1.779999999999999916e-01
1.839999999999999969e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.809999999999999942e-01,1.809999999999999942e-01,1.799999999999999933e-01
1.859999999999999987e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.819999999999999951e-01,1.799999999999999933e-01
1.880000000000000004e-01,1.869999999999999996e-01,1.859999999999999987e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01
1.880000000000000004e-01,1.869999999999999996e-01,1.869999999999999996e-01,1.869999999999999996e-01,1.859999999999999987e-01,1.859999999999999987e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01,1.829999999999999960e-01
2.020000000000000129e-01,1.880000000000000004e-01,1.880000000000000004e-01,1.869999999999999996e-01,1.869999999999999996e-01,1.869999999999999996e-01,1.859999999999999987e-01,1.859999999999999987e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.829999999999999960e-01
2.020000000000000129e-01,2.020000000000000129e-01,1.880000000000000004e-01,1.880000000000000004e-01,1.880000000000000004e-01,1.869999999999999996e-01,1.869999999999999996e-01,1.869999999999999996e-01,1.859999999999999987e-01,1.859999999999999987e-01,1.859999999999999987e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.839999999999999969e-01,1.839999999999999969e-01
2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,1.880000000000000004e-01,1.880000000000000004e-01,1.880000000000000004e-01,1.869999999999999996e-01,1.869999999999999996e-01,1.869999999999999996e-01,1.869999999999999996e-01,1.859999999999999987e-01,1.859999999999999987e-01,1.859999999999999987e-01,1.839999999999999969e-01
2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,1.880000000000000004e-01,1.880000000000000004e-01,1.880000000000000004e-01,1.869999999999999996e-01,1.869999999999999996e-01,1.869999999999999996e-01,1.869999999999999996e-01,1.869999999999999996e-01,1.859999999999999987e-01
2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,1.880000000000000004e-01,1.880000000000000004e-01,1.880000000000000004e-01,1.869999999999999996e-01,1.869999999999999996e-01,1.869999999999999996e-01
2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,2.020000000000000129e-01,1.880000000000000004e-01,1.880000000000000004e-01,1.880000000000000004e-01
